Statement,Emotion
she looks completely #rabid ,anger
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #innerconflict #conflict #values ,anger
"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates on #Mylan #Epipen ",anger
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine?? ,anger
"so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin ",anger
"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom. ",anger
I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter ?? ,anger
That grudge you're holding keeps making an appearance because #God wants you to deal with it. ,anger
Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir. ,anger
??Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.?? #anger nn~Mark Twain ,anger
"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen ",anger
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage ,anger
"what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much. ",anger
When your sister is 19 and throws legitimate temper tantrums just to get attention.. ,anger
Did you even give out any pizzas ? Serious fail #hungry #hangry ,anger
This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now ,anger
Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.n#AllScumbags ,anger
I guess #bradangelina &gt; #anger &gt; #blacklivesmatter ,anger
Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do ,anger
"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12 ",anger
Guy across from me in a really ugly suit cannot stop expressing his displeasure ,anger
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness ,anger
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry ,anger
Bloody right #fume ,anger
roy as fiery ,anger
Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers? ,anger
Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. MediaHRC axis ,anger
Listening to Joey really helps me and my anger. ,anger
you have anger issues! ,anger
i can't believe they're all messing up my favourite of all bakes i feel personally offended ,anger
I think they may be #offended ,anger
I'd give that pout the firm D ,anger
I am using twitter as a coping mechanism for raging out at this kid oops? ,anger
I believe that's what you call the fury of the righteous. ,anger
Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended ,anger
#india will take #revenge by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge ,anger
so you WOULDNT date me????? #offended ,anger
Drop Snapchat names #bored #snap #swap #pics ,anger
Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators ?? #Chargers #Boltup #Recharged ,anger
the bee sting still suck i feel sick ,anger
I just love it when people make plans for me without actually including me in this process ,anger
"I'm offended, I actually am ",anger
pressure does burst pipes ?? ,anger
did you not learn from 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes ?? ,anger
No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain ,anger
sorry to #offend u griffin!! ,anger
can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria ,anger
"why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long? ",anger
"fuckin luv incense, this is me as fuck ?? ",anger
I screened my own snap what kind of narcissistic ass would smh ,anger
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown ,anger
Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see ,anger
why you gotta use the dark skin emoji ,anger
jamming out to fury in math class wanting to die hbu ,anger
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended ",anger
: im now writing abt the changing face of sex industry in tr : now men will talk to me then! #revenge ,anger
can't believe Achilles killed me! ,anger
"hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate ",anger
Indignation: [whispers to date during that terrific LermanLetts centerpiece scene] That's his overwhelming sense of indignation. ,anger
"never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. ",anger
Some people would rather hang on to their indignant anger. *weary sigh* ,anger
thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,anger
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married?? #nochance #KindaDontMind?? ,anger
Women don't like girls because we resent them for looking so greatwe wish we still looked like that #washed ,anger
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :- #angry #annoyed ,anger
"Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical. ",anger
"My leg feels like it's gonna burst, yet I'm still expected to go into work:: ",anger
"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer. ",anger
Get to work and there's a fire drill. #fire #outthere #inthedark ,anger
&lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt; ,anger
exactly what I have been saying on fb.. #bitter ,anger
Get to work and there's a fire drill. #fire #burning #outthere #inthedark ,anger
has turned into a rather fiery GG radical ,anger
"significantly, with a #bitter smile, 'let me ",anger
is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? ,anger
Brendan Rodgers looks fuming ?? ,anger
"ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",anger
My baskets are better when I'm in a bad mood someone irritate me before practice please ,anger
Be chill af if you want to offend someone. ,anger
good thing the FBI didn't offend them! ,anger
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended ,anger
no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton ,anger
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger
"I'm not surprised, I would be fuming! ?? ",anger
oh these old things on my face? nah they're not tears from school related anger and frustration nope never ,anger
British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!! ,anger
I need all your attention! If I don't I'll pout.. ,anger
i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao ,anger
"Because it was a perfect illusion, but at least now I know what it was. #ladygaga #iscalming#mysoul ",anger
